direction,position,mean,std,count,family,instrument
block_ba,1,-0.274570338614285,0.7978258399552519,10,suicide,raw
block_ba,2,-0.44557408466935156,0.712981279414503,10,suicide,raw
block_ba,3,-0.6587698329240084,0.62742104859928,10,suicide,raw
block_ba,4,-0.9370447732508183,0.911384034730171,10,suicide,raw
block_ba,5,-1.231321321427822,1.0898753244163135,10,suicide,raw
block_ba,6,-1.0600091874599458,0.5778405980471205,10,suicide,raw
block_ba,7,-1.649218800663948,0.9132042617205958,10,suicide,raw
block_ba,8,-1.6828101366758346,0.8736570514396657,10,suicide,raw
block_ba,9,-1.509746938943863,0.6993876964961376,10,suicide,raw
block_ba,10,-1.706351065635681,0.6486274223974223,10,suicide,raw
block_ba,11,-0.8782318361103535,0.791450284414765,10,suicide,raw
block_ba,12,-1.2939959436655044,0.8325239519896968,10,suicide,raw
block_ba,13,-1.2273336749523878,1.05717036716985,10,suicide,raw
block_ba,14,-1.602447834610939,1.162688181539026,10,suicide,raw
block_ba,15,-1.457439563795924,1.0381285164333847,10,suicide,raw
block_ba,16,-0.832354161143303,0.7615028468814187,10,suicide,raw
block_ba,17,-0.749583164229989,0.824308759721412,10,suicide,raw
block_ba,18,-0.49343348294496536,0.9192270813575579,10,suicide,raw
block_ba,19,-1.0400948137044908,0.8830351759183432,10,suicide,raw
block_ba,20,-0.5375697374343872,0.21748897167416056,10,suicide,raw
block_ba,21,-1.3149969220161437,1.0908071265456227,10,suicide,raw
block_ba,22,-0.9360755622386933,0.5775927996136854,10,suicide,raw
block_ba,23,-1.0198593586683273,0.6821213174915322,10,suicide,raw
block_ba,24,-0.910805432498455,0.6981819980491614,10,suicide,raw
block_ba,25,-1.1662319746334107,1.147366643868004,10,suicide,raw
block_ba,26,-1.378794337809086,1.2518592714425316,10,suicide,raw
block_ba,27,-1.3667335748672484,0.9346147360287664,10,suicide,raw
block_ba,28,-1.0895233035087586,0.7898556387956421,10,suicide,raw
block_ba,29,-1.330222201347351,0.7556593828001171,10,suicide,raw
block_ba,30,-1.1782303333282471,0.7697705340692788,10,suicide,raw
block_ba,31,-0.9289195008575917,0.8102272900606602,10,suicide,raw
block_ba,32,-0.9545295298099518,0.3198260293863795,10,suicide,raw
block_ba,33,-1.0929783634841441,0.9681121150434796,10,suicide,raw
block_ba,34,-1.2589554995298387,0.6206384152090443,10,suicide,raw
block_ba,35,-1.7245105624198913,1.0891771503658512,10,suicide,raw
block_ba,36,-1.1982799112796783,0.7505990328505182,10,suicide,raw
block_ba,37,-1.2668363593518734,0.6778832906909226,10,suicide,raw
block_ba,38,-1.0969072878360748,0.5092375455878305,10,suicide,raw
block_ba,39,-1.15955331325531,0.35894036676275354,10,suicide,raw
