probe,run,k,score,is_jump
fr_L14,fr_s1_th_d3_fam09_fr,17,0.895,False
fr_L14,fr_s1_th_d3_fam09_fr,18,0.96,False
fr_L14,fr_s1_th_d3_fam09_fr,19,1.051,True
fr_L14,fr_s1_th_d3_fam09_fr,20,0.957,False
fr_L14,fr_s1_th_d3_fam09_rf,1,1.023,False
fr_L14,fr_s1_th_d3_fam09_rf,2,1.318,True
fr_L14,fr_s1_th_d3_fam09_rf,3,1.136,False
fr_L14,fr_s1_th_d3_fam09_rf,4,1.16,False
fr_L14,fr_s1_th_d3_fam09_rf,5,1.205,False
fr_L14,fr_s1_th_d3_fam09_rf,6,1.183,False
fr_L14,fr_s1_th_d3_fam09_rf,7,1.052,False
fr_L14,fr_s1_th_d3_fam09_rf,8,1.058,False
fr_L14,fr_s1_th_d3_fam09_rf,9,1.138,False
fr_L14,fr_s1_th_d3_fam09_rf,10,0.984,False
fr_L14,fr_s1_th_d3_fam09_rf,11,1.042,False
fr_L14,fr_s1_th_d3_fam09_rf,12,1.04,False
fr_L14,fr_s1_th_d3_fam09_rf,13,1.113,False
fr_L14,fr_s1_th_d3_fam09_rf,14,1.114,False
fr_L14,fr_s1_th_d3_fam09_rf,15,1.068,False
fr_L14,fr_s1_th_d3_fam09_rf,16,1.043,False
fr_L14,fr_s1_th_d3_fam09_rf,17,1.114,False
fr_L14,fr_s1_th_d3_fam09_rf,18,1.035,False
fr_L14,fr_s1_th_d3_fam09_rf,19,1.137,False
fr_L14,fr_s1_th_d3_fam09_rf,20,1.029,False
fr_L14,fr_s1_th_d3_fam10_fr,1,0.982,False
fr_L14,fr_s1_th_d3_fam10_fr,2,1.009,False
fr_L14,fr_s1_th_d3_fam10_fr,3,1.057,False
fr_L14,fr_s1_th_d3_fam10_fr,4,0.98,True
fr_L14,fr_s1_th_d3_fam10_fr,5,0.887,False
fr_L14,fr_s1_th_d3_fam10_fr,6,0.829,False
fr_L14,fr_s1_th_d3_fam10_fr,7,0.832,False
fr_L14,fr_s1_th_d3_fam10_fr,8,0.824,False
fr_L14,fr_s1_th_d3_fam10_fr,9,0.761,False
fr_L14,fr_s1_th_d3_fam10_fr,10,0.756,False
fr_L14,fr_s1_th_d3_fam10_fr,11,0.856,False
fr_L14,fr_s1_th_d3_fam10_fr,12,0.783,False
fr_L14,fr_s1_th_d3_fam10_fr,13,0.877,False
fr_L14,fr_s1_th_d3_fam10_fr,14,0.731,False
fr_L14,fr_s1_th_d3_fam10_fr,15,0.832,False
fr_L14,fr_s1_th_d3_fam10_fr,16,0.953,False
fr_L14,fr_s1_th_d3_fam10_fr,17,0.811,False
fr_L14,fr_s1_th_d3_fam10_fr,18,0.901,False
fr_L14,fr_s1_th_d3_fam10_fr,19,0.817,False
fr_L14,fr_s1_th_d3_fam10_fr,20,0.955,False
fr_L14,fr_s1_th_d3_fam10_rf,1,0.983,False
fr_L14,fr_s1_th_d3_fam10_rf,2,1.075,True
fr_L14,fr_s1_th_d3_fam10_rf,3,0.963,False
fr_L14,fr_s1_th_d3_fam10_rf,4,0.886,False
fr_L14,fr_s1_th_d3_fam10_rf,5,0.923,False
fr_L14,fr_s1_th_d3_fam10_rf,6,0.993,False
fr_L14,fr_s1_th_d3_fam10_rf,7,0.956,False
fr_L14,fr_s1_th_d3_fam10_rf,8,0.956,False
fr_L14,fr_s1_th_d3_fam10_rf,9,0.966,False
fr_L14,fr_s1_th_d3_fam10_rf,10,0.967,False
fr_L14,fr_s1_th_d3_fam10_rf,11,0.953,False
fr_L14,fr_s1_th_d3_fam10_rf,12,0.913,False
fr_L14,fr_s1_th_d3_fam10_rf,13,0.914,False
fr_L14,fr_s1_th_d3_fam10_rf,14,0.995,False
fr_L14,fr_s1_th_d3_fam10_rf,15,1.036,False
fr_L14,fr_s1_th_d3_fam10_rf,16,1.079,False
fr_L14,fr_s1_th_d3_fam10_rf,17,1.038,False
fr_L14,fr_s1_th_d3_fam10_rf,18,1.025,False
fr_L14,fr_s1_th_d3_fam10_rf,19,0.992,False
fr_L14,fr_s1_th_d3_fam10_rf,20,1.068,False
fr_L14,fr_s1_th_d3_fam11_fr,1,0.995,False
fr_L14,fr_s1_th_d3_fam11_fr,2,0.914,False
fr_L14,fr_s1_th_d3_fam11_fr,3,0.87,False
fr_L14,fr_s1_th_d3_fam11_fr,4,0.892,False
fr_L14,fr_s1_th_d3_fam11_fr,5,0.89,False
fr_L14,fr_s1_th_d3_fam11_fr,6,0.879,False
fr_L14,fr_s1_th_d3_fam11_fr,7,0.88,False
fr_L14,fr_s1_th_d3_fam11_fr,8,0.96,False
fr_L14,fr_s1_th_d3_fam11_fr,9,0.835,False
fr_L14,fr_s1_th_d3_fam11_fr,10,0.913,False
fr_L14,fr_s1_th_d3_fam11_fr,11,0.85,False
fr_L14,fr_s1_th_d3_fam11_fr,12,0.833,False
fr_L14,fr_s1_th_d3_fam11_fr,13,0.839,False
fr_L14,fr_s1_th_d3_fam11_fr,14,0.854,False
fr_L14,fr_s1_th_d3_fam11_fr,15,0.848,True
fr_L14,fr_s1_th_d3_fam11_fr,16,0.902,False
fr_L14,fr_s1_th_d3_fam11_fr,17,0.911,False
fr_L14,fr_s1_th_d3_fam11_fr,18,0.873,False
fr_L14,fr_s1_th_d3_fam11_fr,19,0.848,False
fr_L14,fr_s1_th_d3_fam11_fr,20,0.88,False
fr_L14,fr_s1_th_d3_fam11_rf,1,1.228,False
fr_L14,fr_s1_th_d3_fam11_rf,2,0.951,False
fr_L14,fr_s1_th_d3_fam11_rf,3,0.942,False
fr_L14,fr_s1_th_d3_fam11_rf,4,0.922,False
fr_L14,fr_s1_th_d3_fam11_rf,5,0.906,False
fr_L14,fr_s1_th_d3_fam11_rf,6,0.943,False
fr_L14,fr_s1_th_d3_fam11_rf,7,0.945,False
fr_L14,fr_s1_th_d3_fam11_rf,8,1.035,False
fr_L14,fr_s1_th_d3_fam11_rf,9,1.026,False
fr_L14,fr_s1_th_d3_fam11_rf,10,1.002,False
fr_L14,fr_s1_th_d3_fam11_rf,11,0.963,False
fr_L14,fr_s1_th_d3_fam11_rf,12,1.298,True
fr_L14,fr_s1_th_d3_fam11_rf,13,1.026,False
fr_L14,fr_s1_th_d3_fam11_rf,14,1.005,False
fr_L14,fr_s1_th_d3_fam11_rf,15,0.933,False
fr_L14,fr_s1_th_d3_fam11_rf,16,0.971,False
fr_L14,fr_s1_th_d3_fam11_rf,17,1.0,False
fr_L14,fr_s1_th_d3_fam11_rf,18,1.047,False
fr_L14,fr_s1_th_d3_fam11_rf,19,0.928,False
fr_L14,fr_s1_th_d3_fam11_rf,20,1.022,False
