set	session	probes	has_gen	has_lp	status	cap	pinned_date	reached_final	gen_chars	seconds	sampled	temperature	top_p	seed
fr_s1_th_d3_fam11_fr_beh_k06	session_e0519dc3	1	1	1	ok	2048	2026-08-30	1	3809	73.4	1	1.0	1.0	20260907
fr_s1_th_d3_fam11_fr_beh_k12	session_66ee7eb4	1	1	1	ok	2048	2026-08-30	1	2997	75.3	1	1.0	1.0	20260907
fr_s1_th_d3_fam11_fr_beh_k20	session_e3217df9	1	1	1	ok	2048	2026-08-30	1	2741	99.3	1	1.0	1.0	20260907
fr_s1_th_d3_fam11_rf_beh_k02	session_399e3254	1	1	1	ok	2048	2026-08-30	1	3243	68.3	1	1.0	1.0	20260907
fr_s1_th_d3_fam11_rf_beh_k06	session_f9598476	1	1	1	ok	2048	2026-08-30	1	3181	79.4	1	1.0	1.0	20260907
fr_s1_th_d3_fam11_rf_beh_k12	session_5e99f5c0	1	1	1	ok	2048	2026-08-30	1	5631	124.1	1	1.0	1.0	20260907
fr_s1_th_d3_fam11_rf_beh_k20	session_3aff6ce9	1	1	1	ok	2048	2026-08-30	1	3530	142.4	1	1.0	1.0	20260907
fr_s1_th_d4_fam00_f_beh_final	session_f9486137	1	1	1	ok	2048	2026-08-30	1	2675	131.5	1	1.0	1.0	20260907
fr_s1_th_d4_fam00_r_beh_final	session_98e0409b	1	1	1	ok	2048	2026-08-30	1	2772	119.0	1	1.0	1.0	20260907
fr_s1_th_d4_fam02_f_beh_final	session_fdb774b1	1	1	1	ok	2048	2026-08-30	1	9010	341.5	1	1.0	1.0	20260907
fr_s1_th_d4_fam02_r_beh_final	session_d9e7037f	1	1	1	ok	2048	2026-08-30	1	6126	238.7	1	1.0	1.0	20260907
fr_s1_th_d4_fam04_f_beh_final	session_b2a45513	1	1	1	ok	2048	2026-08-30	1	3453	134.0	1	1.0	1.0	20260907
fr_s1_th_d4_fam04_r_beh_final	session_ddc25bd4	1	1	1	ok	2048	2026-08-30	1	4396	163.3	1	1.0	1.0	20260907
fr_s1_th_d4_fam06_f_beh_final	session_c06f7a94	1	1	1	ok	2048	2026-08-30	1	2832	114.9	1	1.0	1.0	20260907
fr_s1_th_d4_fam06_r_beh_final	session_145c69ae	1	1	1	ok	2048	2026-08-30	1	2073	113.2	1	1.0	1.0	20260907
fr_s1_th_d4_fam08_f_beh_final	session_ae59a97a	1	1	1	ok	2048	2026-08-30	1	2231	110.9	1	1.0	1.0	20260907
fr_s1_th_d4_fam08_r_beh_final	session_7817a3ac	1	1	1	ok	2048	2026-08-30	1	3444	145.3	1	1.0	1.0	20260907
fr_s1_th_d4_fam10_f_beh_final	session_1180cc82	1	1	1	ok	2048	2026-08-30	1	2742	107.2	1	1.0	1.0	20260907
fr_s1_th_d4_fam10_r_beh_final	session_acfed969	1	1	1	ok	2048	2026-08-30	1	4753	189.8	1	1.0	1.0	20260907
