set	session	probes	has_gen	has_lp	status	cap	pinned_date	reached_final	gen_chars	seconds	sampled	temperature	top_p	seed
fr_s1_th_d3_fam11_fr_beh_k06	session_6e3ad0c6	1	1	1	ok	2048	2026-08-30	1	2335	41.3	1	1.0	1.0	20260909
fr_s1_th_d3_fam11_fr_beh_k12	session_aedbda5c	1	1	1	ok	2048	2026-08-30	1	2438	56.6	1	1.0	1.0	20260909
fr_s1_th_d3_fam11_fr_beh_k20	session_28434ee0	1	1	1	ok	2048	2026-08-30	1	2714	74.2	1	1.0	1.0	20260909
fr_s1_th_d3_fam11_rf_beh_k02	session_8a9738cc	1	1	1	ok	2048	2026-08-30	1	3723	61.5	1	1.0	1.0	20260909
fr_s1_th_d3_fam11_rf_beh_k06	session_86d212b9	1	1	1	ok	2048	2026-08-30	1	3219	52.2	1	1.0	1.0	20260909
fr_s1_th_d3_fam11_rf_beh_k12	session_5955c023	1	1	1	ok	2048	2026-08-30	1	3676	74.0	1	1.0	1.0	20260909
fr_s1_th_d3_fam11_rf_beh_k20	session_5c06ba8c	1	1	1	ok	2048	2026-08-30	1	3449	82.1	1	1.0	1.0	20260909
fr_s1_th_d4_fam00_f_beh_final	session_42adfefa	1	1	1	ok	2048	2026-08-30	1	2382	90.2	1	1.0	1.0	20260909
fr_s1_th_d4_fam00_r_beh_final	session_e249d968	1	1	1	ok	2048	2026-08-30	1	2976	93.9	1	1.0	1.0	20260909
fr_s1_th_d4_fam02_f_beh_final	session_4b09c684	1	1	1	ok	2048	2026-08-30	1	9078	267.8	1	1.0	1.0	20260909
fr_s1_th_d4_fam02_r_beh_final	session_c90427b7	1	1	1	ok	2048	2026-08-30	1	5847	146.5	1	1.0	1.0	20260909
fr_s1_th_d4_fam04_f_beh_final	session_c5f8d612	1	1	1	ok	2048	2026-08-30	1	3502	106.7	1	1.0	1.0	20260909
fr_s1_th_d4_fam04_r_beh_final	session_b7fe77d9	1	1	1	ok	2048	2026-08-30	1	3059	95.7	1	1.0	1.0	20260909
fr_s1_th_d4_fam06_f_beh_final	session_d9543a16	1	1	1	ok	2048	2026-08-30	1	3012	91.8	1	1.0	1.0	20260909
fr_s1_th_d4_fam06_r_beh_final	session_187f3089	1	1	1	ok	2048	2026-08-30	1	2647	86.6	1	1.0	1.0	20260909
fr_s1_th_d4_fam08_f_beh_final	session_d13836cd	1	1	1	ok	2048	2026-08-30	1	3053	98.7	1	1.0	1.0	20260909
fr_s1_th_d4_fam08_r_beh_final	session_9462095a	1	1	1	ok	2048	2026-08-30	1	3505	103.2	1	1.0	1.0	20260909
fr_s1_th_d4_fam10_f_beh_final	session_bf555f6d	1	1	1	ok	2048	2026-08-30	1	2521	78.6	1	1.0	1.0	20260909
fr_s1_th_d4_fam10_r_beh_final	session_e337a3e3	1	1	1	ok	2048	2026-08-30	1	3069	103.2	1	1.0	1.0	20260909
